vesselName,imoNumber,flag,vesselType,grossTonnage,mmsiNumber,yearBuilt
MEZAIRA A,9487275,LR,TANKER,42538,636014947,2011
FIDELITY,9552812,LR,BULK CARRIER,44349,636019692,2010
OCEAN SKY,9585584,PA,GENERAL CARGO,7141,354234000,2010
SEALOADER 1,9814961,BS,SUPPLY VESSEL,6484,311000740,2018
YANGTZE HARMONY,9618355,MH,BULK CARRIER,32987,538006817,2012
ESTEEM,9651125,SG,PETROLEUM PRODUCT TANKER (>=60C),960,566611000,2010
ALLIANCE,9552824,MT,BULK CARRIER,44471,215793000,2010
STAR AUDREY,9585596,MT,BULK CARRIER,91909,229757000,2010
SEALOADER 2,9814973,BS,SUPPLY VESSEL,6484,311000819,2019
HL PORT HEDLAND,9454527,PA,BULK CARRIER,93461,372409000,2010
ARPEGGIO,9749441,SG,PETROLEUM/CHEMICAL TANKER,21315,563013300,2015
DELOS,9585601,MT,BULK CARRIER,91994,229287000,2012
GLORIOUS WIND,9552836,PA,BULK CARRIER,44306,357080000,2010
EXCELLENCE,9061320,01,TANKER,250,888888999,0
TAI PROMOTION,9290696,PA,BULK CARRIER,41378,356268000,2004
MARINE VICKY,9880520,SG,PETROLEUM PRODUCT TANKER (>=60C),5310,563098800,2018
NEW HORIZON,9290701,PA,BULK CARRIER,41480,353837000,2003
ENSEMBLE,9749453,SG,PETROLEUM/CHEMICAL TANKER,21316,563036700,2015
CELEBRITY CONSTELLATION,9192399,MT,PASSENGER VESSEL,90940,249046000,2002
HAI PHUONG 45,9487316,VN,GENERAL CARGO,1599,574087000,2009
MTT TAWAU,9126869,MY,CONTAINER SHIP,10743,533130926,1997
SHEN GANG SHUN 8,9814997,CN,FISHING VESSEL,1315,412465012,2016
NOBLE BREEZE,9126871,VC,CONTAINER SHIP,10743,538090322,1997
NEW HARVEST,9290713,PA,BULK CARRIER,41372,351201000,2004
MARINA,9389021,LR,TANKER,160598,636013374,2009
PHUC THUAN 39,9487328,VN,GENERAL CARGO,1598,574098000,2007
BERGE STANLEY,9454565,LR,BULK CARRIER,94710,636019096,2010
GEORGIOS,9389033,LR,TANKER,160598,636013383,2009
LA MER,9159660,MH,TANKER,81265,354624000,1998
GSL MATISSE,9192428,LR,CONTAINER SHIP,25803,636019771,1999
UTRILLO,9192430,LR,CONTAINER SHIP,25803,226076000,1999
FLY MARLIN,9126895,DM,TANKER,7463,325606000,1996
APACHE,9749489,GR,TANKER,81413,241458000,2016
CIELO DI DUBLINO,9585651,IT,BULK CARRIER,23758,636015078,2015
HYUNDAI COLOMBO,9323508,KR,CONTAINER SHIP,75308,441399000,2006
RISING SKY,9782259,PA,BULK CARRIER,35839,374417000,2017
HYUNDAI BANGKOK,9323510,KR,CONTAINER SHIP,75308,441343000,2006
CONDOR ARROW,9552886,PA,GENERAL CARGO,37046,373146000,2010
SINOSEA CHERRY,9520120,HK,TANKER,7030,477035700,2006
HALIT YILDIRIM,9257981,MH,BULK CARRIER,17979,563615000,2002
CIELO DI SAN FRANCISCO,9585663,IT,BULK CARRIER,23758,247355400,2011
SAPURA 1200,9651199,PA,HEAVYLOAD SEMI-SUBMERSIBLE,32504,370454000,2014
SPEEDWAY,9749506,GR,TANKER,81413,241497000,2017
HYUNDAI JAKARTA,9323522,KR,CONTAINER SHIP,75308,441398000,2007
SAPURA 3500,9651204,PA,CABLE LAYING SHIP,40845,0,2012
MAJESTIC FAITH,9847815,SG,FERRY BOAT,390,563054300,2017
MYSTIC,9421831,MT,BULK CARRIER,89878,249290000,2008
KALUGA,9257993,LR,TANKER,62395,636011915,2003
NICOLAI MAERSK,9192454,DK,CONTAINER SHIP,27733,219857000,1998
RUNNER,9749518,GR,TANKER,81413,241510000,2017
LARGO ENERGY,9683984,MH,TANKER,29429,538005270,2014
KAZAN,9258002,LR,TANKER,62395,636011916,2003
LADYCHARM,9421843,CY,BULK CARRIER,89510,209171000,2008
CMA CGM HYDRA,9356309,BS,CONTAINER SHIP,128600,311000921,2009
CMA CGM MUSCA,9356311,BS,CONTAINER SHIP,128600,311000922,2009
SEA LYNX,9290775,MT,TANKER,161233,229628000,2004
AGRARI,9389083,MT,TANKER,58667,249547000,2009
DONG A THETIS,9749532,PA,TANKER,62350,372062000,2016
CAPE TAWEELAH,9782302,MH,BULK CARRIER,93702,538007226,2017
KANG HONG,9323558,CN,BULK CARRIER,30962,477995400,2005
MINDORO,9389095,MT,TANKER,58667,249577000,2009
ILEKTRA,9782314,LR,BULK CARRIER,35842,636017366,2017
DAISY GLORY,9847853,PA,BULK CARRIER,44019,351177000,2019
BAO SHUN,9159725,PA,BULK CARRIER,17377,373506000,1997
PAN PRIDE,9487407,PA,BULK CARRIER,33001,351579000,2011
TESSA,9290799,PT,CONTAINER SHIP,66280,255806255,2005
TOYOKUNI,9323572,JP,BULK CARRIER,151058,432714000,2009
ATLANTIC MONTERREY,9782326,SG,BULK CARRIER,35832,563005500,2015
FANOULA,9389112,LR,BULK CARRIER,31532,636013467,2008
STOVE OCEAN,9552953,PA,BULK CARRIER,31864,371055000,2013
GREEK FRIENDSHIP,9847865,CY,BULK CARRIER,43987,209694000,2019
PAN QUEEN,9487419,PA,BULK CARRIER,33001,354968000,2011
BAHAMAS PEARL,9356347,MH,LANDING CRAFT,949,538008932,2005
PAN RAPIDO,9487421,PA,BULK CARRIER,33001,351878000,2011
CAPE SCOTT,9159737,BZ,BULK CARRIER,17377,312417000,1997
CAPE SCOTT,9159737,BZ,BULK CARRIER,17377,312417000,0
LIMARI,9290816,BM,CONTAINER SHIP,42382,310761000,2005
AVALON,9585728,MH,BULK CARRIER,44113,538004109,2011
FEDERAL IRIS,9782338,PA,BULK CARRIER,35832,372305000,2016
GLOVIS STELLA,9749570,MH,VEHICLE CARRIER,65697,538006717,2016
KM WEIPA,9782340,LR,BULK CARRIER,35823,636017489,2017
SHUN XIN,9454656,HK,BULK CARRIER,32983,477685700,2008
AENEAS,9585730,MH,BULK CARRIER,44113,538004110,2011
GLOVIS SUN,9749568,MH,VEHICLE CARRIER,65697,538006693,2015
PAN SPIRIT,9487433,PA,BULK CARRIER,33001,355195000,2011
BAHRI ROSE,9323596,SA,TANKER,32083,403549000,2006
GLOVIS SIRIUS,9749582,MH,VEHICLE CARRIER,65697,538006791,2016
SUNNY PUTNEY,9651280,SG,BULK CARRIER,40350,566826000,2011
ALANI,9782352,MT,BULK CARRIER,35810,249726000,2016
SEACON SHANGHAI,9847889,LR,BULK CARRIER,44038,636018935,2019
NAVIOS APOLLON I,9290842,LR,BULK CARRIER,46982,636018658,2005
GLOVIS SPRING,9749594,MH,VEHICLE CARRIER,65697,538006886,2016
KARLOVASI,9552991,BS,BULK CARRIER,43740,311000525,2016
BEDOOR,9847906,AE,LANDING CRAFT,495,471146000,0
SEIBU,9684067,KR,REEFER VESSEL,3350,441418000,2013
IBRAHIM JAHAN,9290854,BD,BULK CARRIER,31247,405000264,2005
TIGER JOY,9749611,HK,TANKER,15730,477103500,2015
PAMYAT KIROVA,8701040,RU,REEFER VESSEL,12403,273210110,1987
MANTA ASLI,9290866,MH,BULK CARRIER,31218,538090129,2004
DAU KHI 106,8930419,VN,SUPPLY VESSEL,664,574066056,0
VOS CHALLENGE,9749623,SG,OFFSHORE SUPPLY VESSEL,2387,563993000,2015
COSCO SHENGSHI,9454711,PA,VEHICLE CARRIER,51671,372727000,2011
NALA COMMANDER,9159804,MV,GENERAL CARGO,9529,477635000,1997
GAS GLORIA,9225342,LR,LPG,46021,636011454,2001
HELENE SELMER,9290878,MH,BULK CARRIER,31218,538090150,2005
ATLANTIC CLOVER,9553024,PA,BULK CARRIER,21192,371263000,2011
MAYUREE NAREE,9323649,TH,BULK CARRIER,19891,567461000,2007
COSCO TENGFEI,9454723,PA,VEHICLE CARRIER,51699,355518000,2008
VOS CHAMPION,9749635,SG,OFFSHORE SUPPLY VESSEL,2387,566296000,2015
OCEAN LEO,9258117,LR,BULK CARRIER,88494,636018911,2003
A STAR,9159816,GA,TANKER,9020,477607500,1999
SCF PRIMORYE,9421960,LR,TANKER,84029,636014308,2009
STL H15,9782417,SG,HOPPER BARGE,1552,563035020,2015
ALICE,9520273,MH,CHEMICAL TANKER,4202,538003718,2009
PERLA,9258129,PA,CHEMICAL TANKER,4374,354939000,2001
ETERNAL OIL II,9159828,ID,TANKER,13641,525017100,1997
SUCCESS 9,9258131,SG,TANKER,4374,563112800,2002
KENTA,9553050,PA,BULK CARRIER,39735,351031000,2010
LEONIDIO,9618587,MT,CONTAINER SHIP,48338,229648000,2013
GRACE COSMOS,9323675,BS,LNG,100481,311191000,2008
STL H16,9782429,SG,HOPPER BARGE,1552,563035210,2015
STL H17,9782431,SG,HOPPER BARGE,1552,563036680,2015
C DIGNITY,9421984,PA,TANKER,162180,372477000,2009
ANASA,9389215,CY,BULK CARRIER,31258,210895000,2008
ORE TANGSHAN,9815202,HK,BULK CARRIER,203326,477191300,2015
GOLDEN SKIES,9847970,MH,BULK CARRIER,109716,538008773,2020
ZHONG XIN PEARL,9684134,HK,BULK CARRIER,40946,477519800,2012
CLEAN ENERGY,9323687,MH,LNG,100244,538002742,2007
KYPARISSIA,9618599,MT,CONTAINER SHIP,48338,229649000,2013
WARAMI 10,9749673,MH,SUPPLY VESSEL,2387,538008460,2019
FAYE,9553062,MH,BULK CARRIER,39737,356890000,2010
GINGA SAKER,9258155,PA,CHEMICAL TANKER,12110,352530000,2003
STL H18,9782443,SG,HOPPER BARGE,1552,563035410,2015
ORE SHANGHAI,9815214,HK,BULK CARRIER,203982,477232900,2015
GOLDEN SAINT,9847982,MH,BULK CARRIER,109716,538008660,2020
FAIRCHEM KATANA,9749685,MH,CHEMICAL TANKER,11917,538007134,2016
NORDIC LUNA,9290933,KY,TANKER,78922,240276000,2004
STL H19,9782455,SG,HOPPER BARGE,1552,563035830,2015
TROITSKY BRIDGE,9258167,LR,TANKER,27725,636011643,2003
GREENER,9618616,MH,BULK CARRIER,32983,538004739,2013
YM EFFORT,9389239,HK,BULK CARRIER,43408,477143500,2006
EMERALD SPIRIT,9422005,BS,TANKER,60185,311000222,2009
ORE NINGBO,9815226,HK,BULK CARRIER,203982,477269900,2015
OCEANIA QUEEN,9553086,PA,GENERAL CARGO,7792,373564000,2008
TAMINA,9290945,LR,CONTAINER SHIP,66280,636092392,2004
BW IRIDIUM,9749697,IM,TANKER,11918,232012136,2015
STL H20,9782467,SG,HOPPER BARGE,1519,563036120,2015
TUCHKOV BRIDGE,9258179,LR,TANKER,27725,636018401,2004
ASTRO CHLOE,9389253,GR,TANKER,158327,240839000,2009
SOUTHERN UNICORN,9749702,LR,CHEMICAL TANKER,11662,636018865,2018
ORE HONG KONG,9815238,HK,BULK CARRIER,203953,477162700,2015
ITT LEOPARD,9192648,IN,GENERAL CARGO,2546,304611000,2004
YANGTZE NOVA,9618630,MH,BULK CARRIER,29235,538005019,2013
TAO STAR,9487562,PA,BULK CARRIER,15243,355927000,2010
TORM SIGNE,9290957,SG,TANKER,41551,563357000,2004
TRITON LEADER,9553103,PA,VEHICLE CARRIER,60876,357795000,2010
CAESAR,9389265,MT,TANKER,158327,249838000,2009
SOUTHERN ROBIN,9749714,LR,TANKER,11662,636018711,2018
CHEM LITHIUM,9815252,LR,CHEMICAL TANKER,11918,636019201,2017
LE YI,9192662,CN,GENERAL CARGO,19955,412121000,2000
TAO MARINER,9487574,PA,BULK CARRIER,15243,356158000,2010
THEMIS LEADER,9553115,JP,VEHICLE CARRIER,62380,371965000,2010
MONTESTENA,9585883,PT,TANKER,81187,255804740,2010
ZENOVIA LADY,9389277,LR,TANKER,62491,636014368,2009
BULK DRACO,9749726,PA,BULK CARRIER,38216,374265000,2015
BW NEON,9815264,IM,CHEMICAL TANKER,11918,232013378,2015
LELI,9192674,CN,GENERAL CARGO,19955,412120000,2000
TAO BRAVE,9487586,PA,BULK CARRIER,15243,357839000,2010
VOSCO UNITY,9290983,VN,BULK CARRIER,29963,574682000,2004
HK CHALLENGER,9553127,VU,BULK CARRIER,49608,577364000,2010
T JUNGFRAU,9389289,MH,CHEMICAL TANKER,30638,238257000,2009
BULK ELECTRA,9749738,PA,BULK CARRIER,38212,374248000,2015
CHEM MERCURY,9815276,LU,CHEMICAL TANKER,11918,253690000,0
BW MERCURY,9815276,IM,TANKER,11918,232012137,2015
EAGLE TRADER,9782510,JP,TANKER,160061,431705000,2018
RYOGA,9487598,PA,BULK CARRIER,15302,352154000,2011
LE CONG,9192686,CN,GENERAL CARGO,19955,412118000,2000
LUCKY RIVER,9553139,PA,BULK CARRIER,17018,370471000,2009
FANEROMENI,9290995,VC,BULK CARRIER,27989,376344000,2004
HOPA,9684213,MT,BULK CARRIER,35812,229554000,2013
DL IVY,9618678,PA,BULK CARRIER,44561,373942000,2012
CELSIUS MANHATTAN,9323766,MH,CHEMICAL TANKER,11615,351928000,2006
DL CARNATION,9618680,PA,BULK CARRIER,44561,357909000,2014
METHANE MICKIE HARPER,9520376,BM,LPG,109004,310609000,2009
ASIAN PROGRESS VI,9782522,SG,TANKER,160258,563078100,2015
LE HE,9192698,CN,GENERAL CARGO,19955,412119000,2001
APHRODITE L,9487615,LR,BULK CARRIER,44262,636015123,2011
GENCO COMMODUS,9422079,MH,BULK CARRIER,88397,538003558,2009
GENCO MAXIMUS,9422081,MH,BULK CARRIER,88397,538003664,2009
JAL SIDDHI,9323778,SG,PETROLEUM/CHEMICAL TANKER,11615,563079100,2006
STAR MISTRAL,9684225,LR,BULK CARRIER,35812,636016288,2014
ATHINA L,9487627,LR,BULK CARRIER,44262,636015124,2011
SSI SPLENDID,9848077,MH,BULK CARRIER,36353,538008308,2019
NS FRONTIER,9749788,PA,LPG,46885,354737000,2016
PIONEER C,9225500,TV,GENERAL CARGO,4441,572865210,2000
STAR PLOEG,9749790,KY,CHEMICAL TANKER,12082,319092900,2015
GOLD OCEAN,9323807,VN,TANKER,25651,574004180,2007
PENGUIN 32,9553189,01,FERRY BOAT,173,563474000,2008
RHINE CONFIDANTE,9487653,LR,BULK CARRIER,33044,636091860,2010
UNIVERSE HONESTY,9225512,PA,BULK CARRIER,16848,355357000,2000
SUNBIRD ARROW,9323821,BS,TANKER,12959,309037000,2006
SNOW PLOEG,9749805,KY,CHEMICAL TANKER,12082,319104700,2016
BERJAYA I,9061679,ID,GENERAL CARGO,1001,525018461,1991
SEACON 7,9487665,PA,BULK CARRIER,33044,373516000,2012
LEADERSHIP,9356593,TZ,TANKER,133037,374523000,0
DREAM II,9356593,PA,TANKER,164241,677061000,2008
MARVEL,9225524,LR,BULK CARRIER,28085,636017190,2001
YASA VENUS,9848118,MH,BULK CARRIER,34508,538008175,2019
DL ADONIS,9553206,KR,BULK CARRIER,43695,352867000,2010
OCEANIC SUCCESS,9749817,ID,COASTER,6943,525019683,0
EFESSOS WAVE,9454905,CY,BULK CARRIER,47984,210083000,2012
C ETERNITY,9422146,PA,TANKER,161830,351720000,2010
SEA EXPRESS,9553218,MH,BULK CARRIER,43692,538004757,2012
ALS FAUNA,9389382,SG,CONTAINER SHIP,40487,563036600,2008
KNOSSOS WAVE,9454917,CY,BULK CARRIER,47984,210136000,2012
AKIJ PEARL,9291080,BD,BULK CARRIER,31260,405000211,2005
ALAM MADU,9717060,SG,BULK CARRIER,32927,565069000,2014
C MIGHTY,9422158,PA,TANKER,161830,357245000,2010
C PRIMACY,9422160,PA,TANKER,161830,351168000,2010
YASA SATURN,9848144,MH,BULK CARRIER,34508,538008174,2019
SEASPAN ALPS,9389394,HK,CONTAINER SHIP,40487,477527600,0
PANAGIA KORONA,9553232,MT,BULK CARRIER,32987,248926000,2012
ERIKOUSSA,9291092,LR,BULK CARRIER,38871,636018101,2005
CSK VALIANT,9782613,SG,CRUDE OIL TANKER,63497,563026800,2015
GOLDEN LEAF,9258325,PA,BULK CARRIER,17150,477289400,2002
ALAM MOLEK,9717072,SG,BULK CARRIER,32927,565070000,2014
OBSERVATOR,9553244,LR,BULK CARRIER,32987,636015445,2012
AMADEUS,9749855,PA,BULK CARRIER,44425,374696000,2015
BOKA VANGUARD,9618783,CW,HEAVYLOAD SEMI-SUBMERSIBLE,91784,306039000,2011
ANTA,9258337,LR,BULK CARRIER,27306,636018258,2002
ALS FIDES,9389409,SG,CONTAINER SHIP,40466,563043200,2008
MERCURIAL VIRGO,9651553,MH,BULK CARRIER,45271,538005453,2013
EWAN UNITY,9586021,SG,TUG BOAT,472,564133000,2008
SWISSCO TOPAZ,9684328,01,TUG BOAT,499,563146000,2012
VOYAGER,9553256,LR,BULK CARRIER,32987,636015446,2011
DELFIN,9749867,MH,BULK CARRIER,44425,538008255,2017
MERATUS PADANG,9520493,ID,GENERAL CARGO,5338,525125017,2008
STI GUARD,9717101,MH,TANKER,64245,538005822,2016
HAI LINH 03,9258351,VN,TANKER,27969,574003230,2002
NEW ISLAND,9258349,MT,BULK CARRIER,27306,353892000,2002
KAVO ALKYON,9291121,MH,BULK CARRIER,38845,538008300,2005
NORD ANNAPOLIS,9831490,PH,BULK CARRIER,25189,548976000,2018
CAPE HAYATOMO,9749879,PA,BULK CARRIER,136059,374062000,2017
SHINANO,9323895,LR,BULK CARRIER,31532,636016988,2008
STI GUIDE,9717113,MH,TANKER,64245,538005823,2016
CAPE ESPERANZA,9749881,PA,BULK CARRIER,135810,372900000,2019
AURORA EXPRESS,9258363,PA,TANKER,27969,351899000,2002
AQUANAVIGATOR,9618812,LR,BULK CARRIER,93597,538004516,2011
NORD KANMON,9782649,SG,BULK CARRIER,34808,563053200,2015
STI GOAL,9717125,MH,TANKER,64245,538005824,2016
SAKIZAYA JUSTICE,9749893,PA,BULK CARRIER,44425,374258000,2017
AQUASALWADOR,9618824,LR,BULK CARRIER,93597,636018844,2012
SOPHIA,9323912,CY,BULK CARRIER,46982,210970000,2007
MSC FLAMINIA,9225615,LR,CONTAINER SHIP,75590,211378120,2001
STI GAUNTLET,9717137,MH,TANKER,64245,538005825,2017
TANZAWA,9848211,PA,TANKER,160597,374056000,0
MARUGAWA,9291157,MY,GENERAL CARGO,1580,533000393,2001
CHLOE,9749910,MH,BULK CARRIER,44450,538006906,2016
NYK THEMIS,9356696,LR,CONTAINER SHIP,76826,636018225,2008
ONE THESEUS,9356701,JP,CONTAINER SHIP,76862,370959000,2008
ASL TRANSPORTER 2,9717149,SG,LANDING CRAFT,811,565634000,2013
ASL TRANSPORTER 3,9717151,SG,LANDING CRAFT,811,565641000,2013
NECTAR,9323936,LR,TANKER,159911,636018945,2008
OSHE HONMI,8799645,PA,BARGE,18339,0,2015
STAR RIVER,9815458,MH,TANKER,26141,538007747,2018
HARAPAN BARU,9291171,MY,TANKER,5072,533130819,2002
GRANDE MIRAFIORI,9782687,IT,VEHICLE CARRIER,65400,247405800,2017
TOYA,9848223,PA,TANKER,160597,0,2020
NYK TRITON,9356713,PA,CONTAINER SHIP,76499,372052000,2008
TONG YING,9717163,SG,BULK CARRIER,44112,563046400,2015
NAUTICA,9323948,LR,TANKER,159911,636018944,2008
GRANDE HOUSTON,9782699,IT,VEHICLE CARRIER,65148,247408300,2017
BPP 28,8685234,TH,TANKER,1599,567066600,2006
GRANDE NEW JERSEY,9782704,IT,GENERAL CARGO,65148,247409200,2020
YUN TONG,9717175,SG,BULK CARRIER,44112,563064400,2015
HANS MAERSK,9389497,SG,PETROLEUM/CHEMICAL TANKER,25709,563094100,2009
ALIAKMON,9323962,LR,TANKER,35711,636012766,2006
ANDREA ENTERPRISE,9749946,PA,BULK CARRIER,21525,0,2017
HARALD MAERSK,9389502,DK,CHEMICAL TANKER,25709,533048200,2009
MSC LAURA,9225665,PA,CONTAINER SHIP,75590,354092000,2001
BE MINE,1000899,MT,YACHT,310,215606000,1991
LR2 ETERNITY,9323974,LR,TANKER,56285,636018860,2006
HELENE MAERSK,9389514,SG,PETROLEUM/CHEMICAL TANKER,25722,563096300,2009
PORT KENNY,9291212,HK,BULK CARRIER,16960,477742600,2004
MSC LUISA,9225677,PA,CONTAINER SHIP,75590,355308000,2002
OCEAN GLOBE,9356751,SG,PETROLEUM PRODUCT TANKER (<60C),30965,565269000,2004
SHANDONG KUAI LE,9553359,HK,GENERAL CARGO,6550,564328000,2008
CAP SAN JUAN,9717204,MH,CONTAINER SHIP,118615,218807000,2015
ULTRA LANIGAN,9520596,PA,BULK CARRIER,32309,373949000,2011
HENNING MAERSK,9389526,DK,CHEMICAL TANKER,25710,219277000,2009
MAINE DREAM,9520601,PA,BULK CARRIER,32309,373085000,2010
OCEAN MERCURY,9356763,SG,TANKER,30965,565695000,2004
CAP SAN LAZARO,9717216,MH,CONTAINER SHIP,118615,218808000,2015
DANUBIA,9258466,LR,TANKER,38975,636019105,2004
OMERA LEGACY,9291236,BD,TANKER,60007,405000243,2005
MAINE EHIME,9520613,MH,BULK CARRIER,32309,538004793,2012
GOLDEN MIND,9881067,PA,CHEMICAL TANKER,7251,357843000,2020
CAP SAN VINCENT,9717228,MH,CONTAINER SHIP,118615,218812000,2015
ADAFERA,9258478,MT,TANKER,56227,256699000,2004
ASHAHDA,9258480,MT,TANKER,56227,256695000,2004
ATHINEA,9291248,GR,TANKER,60007,240420000,2006
ALMI STAR,9291250,LR,TANKER,62877,311815000,2005
AFRICAN HERON,9750000,BS,BULK CARRIER,21521,311000567,2016
CL EDI,9684469,HK,BULK CARRIER,34612,477209900,2013
CL DAISY,9684471,HK,BULK CARRIER,34612,477209200,2013
UTOPIE,9422328,IT,BULK CARRIER,40170,255805579,0
MINOAN SKY,9422328,LR,BULK CARRIER,40170,636018819,2008
KIRKEHOLMEN,9553402,PA,CHEMICAL TANKER,11908,355320000,2010
ATHINA,9389564,LR,TANKER,42331,636013375,2008
CAPETAN COSTIS,9520637,IT,BULK CARRIER,22419,311056300,2011
MATTERHORN SPIRIT,9291262,BS,TANKER,63694,311816000,2005
DEDALOS,9487873,MT,BULK CARRIER,51209,215169000,2010
BELLE ETOILE,9717254,PA,BULK CARRIER,17027,356339000,2014
MARITIME COMITY,9848326,SG,PETROLEUM/CHEMICAL TANKER,33355,563108600,2019
AMIS ORCHID,9520649,PA,BULK CARRIER,32319,565781000,2012
V K EDDIE,9291274,PA,TANKER,159016,0,2005
EDDIE,9291274,BS,TANKER,159016,311000917,0
BRICKFIELDER,9487885,PA,BULK CARRIER,51209,357185000,2011
MARITIME TRANQUILITY,9848338,SG,PETROLEUM/CHEMICAL TANKER,33355,563113500,2019
VITA KOUAN,9750036,CY,BULK CARRIER,36394,212122000,2016
ATHINA II,9291286,MT,TANKER,161382,248458000,2005
DHT RAVEN,9258519,HK,TANKER,159087,477401400,2003
DHT LAKE,9258521,HK,TANKER,159087,477372900,2003
VISHVA EKTA,9487897,IN,BULK CARRIER,33185,419000175,2011
CENTURION,9455131,MY,SUPPLY VESSEL,4566,533132003,2009
VISHVA VIKAS,9487902,IN,BULK CARRIER,33185,419000178,2012
KOTA NABIL,9356830,SG,CONTAINER SHIP,20902,565795000,2007
EL MATADOR,9750048,CY,BULK CARRIER,36394,212583000,2015
MARVIN STAR,9422366,MH,TANKER,81306,538008621,2009
DILIGENT WARRIOR,9750050,GR,TANKER,81287,241422000,2015
LOWLANDS PATRASCHE,9520675,MH,BULK CARRIER,32365,538005037,2013
CL VOLGA RIVER,9844552,LR,BULK CARRIER,107526,636018986,2019
IDC FALCON,9324069,TR,BULK CARRIER,30822,271040248,2006
OCEAN GLORY,9291303,HK,GENERAL CARGO,7443,477150900,2003
HL PYEONGTAEK,9061928,KR,LNG,89956,441563000,1994
CAPE FORBY,9356842,MH,CONTAINER SHIP,15995,538002666,2006
FAITHFUL WARRIOR,9750062,GR,TANKER,81287,241453000,2016
EMERYN,9291315,ID,CHEMICAL TANKER,5546,525400301,2003
IBERIAN SEA,9815604,LR,TANKER,63416,636018670,2018
MIMI SELMER,9324083,MH,BULK CARRIER,31218,538090181,2005
KETA,9225782,LR,CONTAINER SHIP,26061,636019862,2003
JOSEPH PLATEAU,9619000,LU,DREDGER,35287,253533000,2013
ZARUMA,9422392,PA,TANKER,57258,351206000,2009
ADASTRA,9258557,PA,BULK CARRIER,25554,374460000,2002
OCEAN PRIDE,9324095,MH,BULK CARRIER,31234,538007729,2006
LEVANTINE SEA,9815616,LR,TANKER,63416,636018671,2018
MAJESTIC WISDOM,9848388,SG,FERRY BOAT,390,563067800,2018
KASAGISAN,9324100,BS,TANKER,160216,308904000,2004
COMMERSON DOLPHIN,9717319,ID,TUG BOAT,158,525024297,2014
ESL DOLPHIN,9520716,PA,BULK CARRIER,93228,636019420,2010
DH GLORY,9815628,HK,TANKER,8944,477591600,2020
GREEN GALAXY,9324112,PA,BULK CARRIER,88523,372278000,2004
OCEANUS LEADER,9553488,PA,VEHICLE CARRIER,62838,351026000,2013
NORFOLK,9225809,CY,BULK CARRIER,85957,209063000,2001
EXPLORER OCEANIA,9717333,HK,BULK CARRIER,43968,477202300,2015
OCEAN DREAM,7915096,PA,PASSENGER VESSEL,35265,373297000,1981
SHAGANGFIRST STAR,9520728,PA,BULK CARRIER,93228,354509000,2011
UNIVERSE 1,9291353,PA,BULK CARRIER,29304,370588000,2003
NYK FUSHIMI,9487964,SG,CONTAINER SHIP,44854,566335000,2010
BU SIDRA,9356892,MH,LPG,47058,538005258,2008
HL BALTIMORE,9324124,PA,BULK CARRIER,88541,373727000,2006
WESTERN MONACO,9717345,PH,BULK CARRIER,43968,548932000,2016
STENA CONCERT,9258595,BM,TANKER,27512,310560000,2004
BESIKTAS M,9291365,PA,BULK CARRIER,29353,355801000,2003
FRONTIER HARVEST,9487976,JP,BULK CARRIER,93268,431014000,2010
AGNES VICTORY,9258600,NO,TANKER,27357,257330000,2004
ANTUNG,9356907,CY,GENERAL CARGO,5316,212156000,2007
YUYO 2,9881196,PA,TUG BOAT,499,355929000,2020
SCF SURGUT,9422445,LR,TANKER,81415,636014310,2009
ACE,9389679,MH,TANKER,62775,538003233,2008
SHINLINE 6,8603248,MY,GENERAL CARGO,5558,533492000,1986
WISDOM,8603248,TH,GENERAL CARGO,558,567065200,0
ZIM SAO PAOLO,9389681,MT,CONTAINER SHIP,40030,249414000,2008
FRONTIER ROSE,9487988,JP,BULK CARRIER,93183,431151000,2010
THELMA VICTORY,9258612,NO,CHEMICAL TANKER,27357,258749000,2004
SCF BAIKAL,9422457,LR,TANKER,81339,636014311,2009
SEA PROSPERITY,9717371,SG,PETROLEUM PRODUCT TANKER (>=60C),2871,566009000,2014
ZIM KINGSTON,9389693,MT,CONTAINER SHIP,40030,249474000,2008
KEY ACTION,9520766,LR,BULK CARRIER,43024,636020065,2010
THOR MAXIMUS,9291391,SG,BULK CARRIER,30743,564756000,2003
CAPE FLORES,9324162,MH,CONTAINER SHIP,14308,538002485,2005
SEA HARVEST,9717383,SG,TANKER,2871,566287000,2014
FRONTIER SKY,9488009,JP,BULK CARRIER,93270,431148000,2012
EFRAIM A,9520778,CY,BULK CARRIER,43024,210043000,2010
ELONA,9488011,MT,TANKER,59024,566303000,2010
SITC TAISHAN,9520780,HK,BULK CARRIER,32315,477925300,2010
AULAC CONIFER,9389710,VN,TANKER,8614,574002350,2007
PACAO,9324174,PT,CONTAINER SHIP,14308,255805807,2005
BOURBON LIBERTY 308,9619086,LU,SUPPLY VESSEL,2245,253058000,2013
THEODOR OLDENDORFF,9291406,MT,BULK CARRIER,40097,370308000,2008
MING YUAN,9586320,HK,BULK CARRIER,19998,477826200,2007
GOLDEN CIRRUS,9717395,MH,BULK CARRIER,93908,538007731,2018
JAG LARA,9488023,IN,TANKER,59024,419001562,2012
PACIFIC HONOUR,9651864,SG,PETROLEUM PRODUCT TANKER (>=60C),2979,566530000,2010
NALUHU,9520792,PA,BULK CARRIER,32315,371883000,2010
